Name,Screener,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,Margin Funding,Margin Pledge
"Prakash Industries","https://scanx.trade/company/prakash-industries-ltd","131.16","-3.37%","135.00","4,27,810","2,348.84","7.35","18.50","190.90","110.24","17.21%","-4.80%","-11.07%","133.80%","148.41%","0.71","1.10%","14.12%","14.09%","19.50","131.94","153.84","48.34","50.00%","65.00%"
"Sangam","https://scanx.trade/company/sangam-ltd","467.05","-0.25%","466.60","10,815","2,346.77","39.53","21.70","524.00","293.15","10.51%","4.09%","43.75%","114.14%","539.79%","2.29","0.43%","14.78%","7.73%","9.38","461.44","433.85","51.26","50.00%","-"
"BGR Energy Systems","https://scanx.trade/company/bgr-energy-systems-ltd","324.65","-0.51%","326.30","46,863","2,342.73","-2.77","-11.88","490.80","69.05","-3.78%","-23.38%","294.47%","560.53%","607.30%","-1.22","-","-","35.31%","-","337.04","254.59","44.45","-","-"
"Bombay Dyeing","https://scanx.trade/company/bombay-dyeing-ltd","113.24","-1.21%","114.16","3,40,980","2,338.80","136.49","53.12","196.75","108.29","1.82%","-22.46%","-14.49%","68.39%","53.23%","1.00","1.05%","159.61%","25.09%","-","121.84","151.80","40.54","50.00%","65.00%"
"Websol Energy System","https://scanx.trade/company/websol-energy-system-ltd","55.32","-2.59%","56.19","1,03,72,448","2,334.86","10.58","4.69","1,050.00","56.08","-26.02%","-49.29%","-94.39%","602.92%","1,259.21%","11.21","-","-","49.87%","-","77.27","114.12","23.60","50.00%","65.00%"
"Rane Madras","https://scanx.trade/company/rane-madras-ltd","840.60","1.85%","820.15","17,077","2,323.18","29.38","130.59","1,049.00","575.00","13.56%","5.24%","31.21%","84.73%","119.02%","3.33","0.58%","1.18%","15.89%","66.40","791.54","831.26","59.60","50.00%","-"
"Mayur Uniquoters","https://scanx.trade/company/mayur-uniquoters-ltd","531.85","-2.04%","542.10","42,597","2,311.03","13.59","26.57","629.90","441.00","6.19%","6.52%","10.69%","9.22%","27.86%","2.32","0.92%","13.83%","20.98%","29.42","523.45","535.30","44.99","50.00%","-"
"Brigade Hotel Ventures","https://scanx.trade/company/brigade-hotel-venturesltd","60.75","-1.73%","62.00","92,270","2,307.54","44.86","-1.45","91.77","58.02","3.25%","-22.62%","-28.80%","-28.80%","-28.80%","2.59","-","-","15.70%","-","64.13","-","41.67","-","-"
"Venus Pipes & Tubes","https://scanx.trade/company/venus-pipes-tubes-ltd","1,111.00","2.78%","1,068.00","81,704","2,301.56","22.39","18.50","1,660.00","990.00","8.22%","-13.30%","-17.73%","53.98%","213.53%","3.57","0.09%","13.72%","27.84%","47.36","1,120.74","1,295.69","50.28","50.00%","70.00%"
"La Opala RG","https://scanx.trade/company/la-opala-rg-ltd","206.35","1.20%","210.20","2,98,559","2,290.49","22.04","21.32","287.00","187.37","7.21%","-6.78%","-2.96%","-41.91%","-5.78%","2.80","3.71%","15.87%","15.88%","11.05","199.86","232.68","57.18","50.00%","-"
"Spectrum Electrical Industries","https://scanx.trade/company/spectrum-electrical-industries-ltd","1,449.50","2.48%","1,407.60","9,433","2,277.72","59.36","4.69","2,249.95","1,050.00","22.39%","17.65%","-27.17%","421.78%","2,399.14%","10.27","-","-","19.04%","-","1,235.31","1,406.33","67.28","60.00%","-"
"Baazar Style Retail","https://scanx.trade/company/baazar-style-retail-ltd","305.15","0.07%","306.00","1,96,054","2,276.95","34.42","14.61","392.00","204.05","-8.80%","0.48%","41.11%","-23.71%","-23.71%","4.98","-","-","7.31%","-","304.37","304.60","41.20","60.00%","-"
"HLE Glascoat","https://scanx.trade/company/hle-glascoat-ltd","327.75","1.74%","324.75","70,083","2,276.38","32.78","-5.98","661.95","217.83","-17.27%","-29.40%","28.86%","-38.43%","-17.77%","4.40","0.34%","21.36%","15.35%","4.29","395.85","451.04","34.71","50.00%","-"
"GM Breweries","https://scanx.trade/company/gm-breweries-ltd","995.50","-1.17%","1,006.00","36,229","2,274.41","14.10","29.35","1,328.80","579.95","5.09%","-3.58%","56.06%","122.17%","194.11%","2.34","0.75%","18.43%","17.08%","68.52","1,048.76","888.17","44.10","50.00%","65.00%"
"Thirumalai Chemicals","https://scanx.trade/company/thirumalai-chemicals-ltd","191.13","-1.87%","193.50","1,49,139","2,267.88","-15.27","16.37","328.80","177.85","0.51%","-20.76%","-11.04%","9.03%","99.30%","1.48","-","-3.38%","0.29%","-","209.87","260.95","40.01","50.00%","65.00%"
"Federal Mogul Goetze","https://scanx.trade/company/federal-mogul-goetze-ltd","407.20","-1.06%","412.00","40,139","2,265.34","12.14","130.59","622.00","308.00","-3.61%","-13.72%","19.64%","33.18%","33.75%","1.68","-","11.26%","17.59%","23.81","441.77","491.06","37.66","50.00%","-"
"Sanghvi Movers","https://scanx.trade/company/sanghvi-movers-ltd","261.20","-1.45%","264.00","87,412","2,261.37","13.55","34.23","411.90","206.00","-6.13%","-24.06%","14.94%","41.32%","401.83%","1.89","0.76%","13.31%","16.95%","40.23","307.47","321.50","32.46","50.00%","70.00%"
"GK Energy","https://scanx.trade/company/gk-energy-ltd","111.34","-2.03%","113.90","2,51,399","2,258.17","12.21","-11.88","239.60","96.01","-5.81%","-34.48%","-33.62%","-33.62%","-33.62%","2.95","-","-","91.19%","-","129.46","-","40.86","-","-"
"Shringar House of Mangalsutra","https://scanx.trade/company/shringar-house-of-mangalsutra-ltd","234.17","-4.64%","245.87","10,35,774","2,258.15","24.46","68.36","266.50","177.51","5.33%","3.40%","26.66%","26.66%","26.66%","3.87","-","-","43.80%","-","232.34","-","47.37","-","65.00%"
"RPSG Ventures","https://scanx.trade/company/rpsg-ventures-ltd","681.95","-0.24%","686.00","24,958","2,256.33","26.32","49.35","1,027.00","652.75","-3.97%","-13.85%","-17.99%","66.47%","124.81%","0.85","-","4.42%","10.04%","-","722.04","834.08","42.00","50.00%","-"
"Bliss GVS Pharma","https://scanx.trade/company/bliss-gvs-pharma-ltd","212.05","-2.45%","217.37","8,77,808","2,241.85","20.12","33.06","243.90","108.12","30.86%","27.27%","61.05%","168.42%","21.45%","2.03","0.23%","8.13%","11.85%","9.74","184.91","161.15","56.14","50.00%","70.00%"
"Taj GVK Hotels & Resorts","https://scanx.trade/company/taj-gvk-hotels-resorts-ltd","357.30","5.43%","338.00","2,34,028","2,240.32","16.92","-1.45","528.10","333.65","0.14%","-11.42%","-23.46%","91.74%","186.87%","3.07","0.59%","13.58%","18.08%","14.87","382.25","407.86","47.97","50.00%","65.00%"
"Cantabil Retail","https://scanx.trade/company/cantabil-retail-india-ltd","266.45","-0.69%","271.00","91,309","2,228.54","25.20","-29.04","321.50","213.41","-3.91%","7.16%","7.18%","32.64%","249.81%","5.48","0.37%","30.37%","17.04%","7.31","283.85","262.72","35.78","50.00%","-"
"Universal Cables","https://scanx.trade/company/universal-cables-ltd","694.85","1.39%","689.95","1,42,530","2,222.81","15.04","19.08","1,008.00","407.25","4.30%","-25.64%","40.71%","88.31%","410.92%","1.27","0.59%","6.10%","8.76%","25.87","772.61","748.35","43.08","50.00%","-"
"Deep Industries","https://scanx.trade/company/deepinds.ltd","347.10","-2.31%","354.00","96,584","2,221.44","-960.81","-467.68","578.00","332.00","0.75%","-26.02%","-24.82%","152.34%","1,850.00%","1.18","0.86%","8.20%","-1.36%","20.19","396.00","457.45","35.21","50.00%","70.00%"
"MM Forgings","https://scanx.trade/company/mm-forgings-ltd","459.10","-0.83%","460.10","34,135","2,216.61","25.74","25.99","501.05","288.10","21.33%","41.63%","36.13%","10.99%","90.87%","2.40","0.87%","17.11%","14.43%","27.88","419.24","357.96","54.20","50.00%","-"
"Divgi Torqtransfer Systems","https://scanx.trade/company/divgi-torqtransfer-systems-ltd","722.25","-4.54%","749.05","31,507","2,208.85","62.77","130.59","802.90","410.10","21.19%","22.15%","53.08%","19.34%","19.34%","3.80","0.34%","6.85%","5.53%","11.53","637.41","625.71","56.48","50.00%","-"
"Wheels","https://scanx.trade/company/wheels-india-ltd","901.80","-0.29%","908.95","32,516","2,203.37","16.10","130.59","978.50","543.60","23.28%","5.44%","54.09%","76.53%","93.66%","2.30","1.27%","6.94%","20.67%","31.34","841.89","819.67","59.04","50.00%","-"
"Kalyani Investment Company","https://scanx.trade/company/kalyani-investment-company-ltd","5,032.90","-0.63%","5,096.00","1,189","2,197.01","51.44","30.80","6,554.90","3,470.00","5.91%","-1.96%","36.05%","182.79%","216.63%","0.25","-","-","1.05%","-","4,845.93","5,008.83","60.12","-","-"
"Windsor Machines","https://scanx.trade/company/windsor-machines-ltd","251.95","3.51%","242.60","59,330","2,194.09","-147.36","-5.98","409.00","228.05","-3.06%","-9.04%","-1.33%","491.43%","1,074.59%","2.63","-","1.59%","3.41%","-","258.32","306.75","49.51","50.00%","-"
"Gujarat Industries Power Company","https://scanx.trade/company/gujarat-industries-power-company-ltd","141.22","-2.13%","143.55","1,41,133","2,191.96","15.41","35.41","223.90","133.15","3.80%","-14.79%","-15.48%","78.99%","81.28%","0.63","2.84%","9.91%","10.52%","13.81","146.48","177.76","45.69","50.00%","70.00%"
"HPL Electric & Power","https://scanx.trade/company/hpl-electric-power-ltd","340.00","-2.55%","348.90","80,639","2,186.22","22.98","4.69","639.90","307.90","7.29%","-19.23%","-9.51%","300.47%","695.32%","2.35","0.29%","3.80%","22.47%","8.35","359.10","461.26","44.70","50.00%","60.00%"
"SG Finserv","https://scanx.trade/company/moongipa-securities-ltd","389.80","0.14%","386.45","72,366","2,178.79","19.93","30.80","452.80","323.00","3.74%","-3.10%","-2.10%","-2.10%","-2.10%","2.03","-","-","5.92%","-","390.77","-","50.06","-","-"
"ADF Foods","https://scanx.trade/company/adf-foods-ltd","196.74","-2.33%","201.49","81,540","2,161.46","27.67","47.30","300.85","168.20","11.44%","-6.56%","-15.83%","31.97%","19.40%","4.21","0.30%","16.69%","16.85%","6.85","204.03","227.11","39.81","50.00%","-"
"Brightcom Group","https://scanx.trade/company/brightcom-group-ltd","10.71","-2.37%","10.95","33,48,037","2,161.19","2.53","49.35","22.00","8.61","19.80%","-16.98%","-48.29%","-54.13%","193.42%","0.24","-","-","11.66%","-","10.61","12.20","46.75","-","-"
"Honda India Power Products","https://scanx.trade/company/honda-india-power-products-ltd","2,125.60","-2.59%","2,175.00","3,759","2,156.01","29.99","4.69","3,256.00","1,815.00","4.77%","-12.33%","5.47%","15.38%","102.32%","2.90","0.99%","11.35%","12.52%","87.21","2,211.64","2,621.22","39.72","50.00%","-"
"IOL Chemicals & Pharmaceuticals","https://scanx.trade/company/iol-chemicals-and-pharmaceuticals-ltd","73.05","-1.31%","73.01","7,04,119","2,144.22","18.71","4.43","126.66","57.50","5.76%","-20.25%","11.80%","20.72%","-34.09%","1.24","1.08%","8.34%","8.62%","20.19","76.56","90.04","44.35","64.84%","65.00%"
"Nitin Spinners","https://scanx.trade/company/nitin-spinners-ltd","379.55","-1.12%","385.00","1,94,717","2,133.83","12.96","177.72","426.80","290.50","19.52%","14.49%","21.24%","83.76%","379.53%","1.58","0.78%","16.02%","15.77%","25.74","333.76","348.75","65.84","50.00%","-"
"SCI Land & Assets","https://scanx.trade/company/sci-land-assets-ltd","45.81","1.60%","44.91","11,38,042","2,133.83","-10.76","34.23","60.34","42.85","3.32%","-3.60%","-2.74%","3.18%","3.18%","0.70","1.22%","-","2.01%","0.97","45.92","49.66","51.10","60.00%","-"
"TCC Concept","https://scanx.trade/company/aaswa-trading-exports-ltd","447.10","-2.48%","458.45","39,883","2,124.98","42.75","19.99","526.40","453.70","-4.11%","-4.11%","-4.11%","-4.11%","-4.11%","1.56","-","-","7.53%","-","-","-","-","-","-"
"Xpro","https://scanx.trade/company/xpro-india-ltd","902.40","2.27%","882.35","24,926","2,117.97","161.22","-8.45","1,331.50","842.40","-9.18%","-11.71%","-14.97%","58.02%","2,343.54%","3.03","0.21%","7.83%","6.74%","21.84","955.00","1,091.88","44.64","50.00%","-"
"Rajratan Global Wire","https://scanx.trade/company/rajratan-global-wire-ltd","416.75","-1.19%","420.00","60,009","2,115.88","30.65","18.50","540.00","260.00","-8.47%","-3.14%","15.72%","-43.73%","278.11%","3.58","0.47%","14.58%","15.24%","14.70","460.17","409.08","38.89","50.00%","-"
"Vintage Coffee & Beverages","https://scanx.trade/company/spaceage-products-ltd","145.50","-2.86%","150.90","32,11,584","2,101.58","32.34","14.61","179.85","75.00","-1.42%","-10.95%","66.34%","3.74%","3.74%","4.26","0.06%","-","13.86%","-","152.29","145.72","45.36","50.00%","70.00%"
"TCI Express","https://scanx.trade/company/tci-express-ltd","545.85","-1.23%","535.50","8,550","2,097.10","24.80","34.23","848.00","478.00","10.09%","-5.94%","-14.57%","-65.85%","-41.10%","2.60","1.46%","18.70%","14.86%","31.71","551.59","660.28","46.05","50.00%","-"
"Arkade Developers","https://scanx.trade/company/arkade-developers-ltd","112.64","-2.84%","116.00","2,53,590","2,091.31","14.50","19.99","213.69","107.96","1.10%","-31.60%","-20.22%","-32.09%","-32.09%","2.25","-","-","22.17%","-","124.60","165.18","32.97","50.00%","70.00%"
"Awfis Space Solutions","https://scanx.trade/company/awfis-space-solutions-ltd","292.40","-1.66%","299.75","1,45,412","2,090.92","36.19","34.23","718.95","291.70","-29.09%","-46.46%","-56.75%","-30.67%","-30.67%","4.27","-","-27.54%","11.51%","-","411.72","550.88","25.16","60.00%","65.00%"
"Nucleus Software","https://scanx.trade/company/nucleus-software-ltd","791.90","0.06%","791.45","6,804","2,084.70","14.15","49.35","1,378.00","725.00","-11.03%","-14.56%","-10.64%","26.88%","50.74%","2.45","1.58%","24.64%","25.25%","62.84","890.13","1,017.50","26.15","50.00%","-"
"Rhetan TMT","https://scanx.trade/company/rhetan-tmt-ltd","26.01","-0.15%","26.00","6,26,357","2,072.67","236.82","18.50","27.69","20.32","-1.37%","12.69%","22.17%","22.17%","22.17%","21.39","-","-","4.86%","-","25.57","-","51.81","-","-"
"Ganesha Ecosphere","https://scanx.trade/company/ganesha-ecosphere-ltd","773.15","-1.26%","783.05","32,683","2,071.73","54.07","53.12","1,742.30","653.55","13.26%","-18.19%","-42.38%","-11.56%","31.33%","1.66","0.55%","10.89%","10.86%","23.54","778.41","1,172.01","50.54","64.74%","-"
"Uniparts","https://scanx.trade/company/uniparts-ltd","458.20","-1.66%","473.00","41,026","2,068.08","16.16","-5.98","543.95","296.65","10.81%","-5.47%","39.82%","-18.54%","-15.09%","2.29","3.06%","24.67%","12.86%","24.92","469.21","432.29","42.44","50.00%","-"
"Monarch Networth Capital","https://scanx.trade/company/monarch-networth-capital-ltd","279.45","0.59%","277.80","48,696","2,065.34","13.71","30.80","398.80","265.10","-1.13%","-8.20%","-19.74%","183.71%","254.72%","2.50","0.36%","19.02%","26.32%","43.17","295.20","317.65","40.78","50.00%","60.00%"
"Bajaj Hindusthan Sugar","https://scanx.trade/company/bajaj-hindusthan-sugar-ltd","16.16","3.99%","15.59","1,29,75,758","2,064.21","-44.46","13.41","29.64","14.85","3.13%","-22.94%","-18.14%","27.75%","143.01%","0.52","-","-1.94%","1.01%","-","17.04","21.16","48.10","50.00%","60.00%"
"Krsnaa Diagnostics","https://scanx.trade/company/krsnaa-diagnostics-ltd","635.45","-0.73%","638.00","47,800","2,061.32","25.79","37.79","894.40","621.00","-11.22%","-21.69%","-11.24%","65.03%","-35.62%","2.25","0.43%","8.41%","13.04%","18.62","701.77","755.81","31.91","50.00%","-"
"Capacite Infraprojects","https://scanx.trade/company/capacite-infraprojects-ltd","242.84","-2.10%","253.00","2,86,747","2,054.52","10.37","19.99","396.45","207.01","12.43%","-14.39%","-20.92%","107.38%","19.16%","1.15","-","8.88%","17.52%","14.22","243.42","288.34","48.17","50.00%","70.00%"
"Nilkamal","https://scanx.trade/company/nilkamal-plastics-ltd","1,374.30","-1.07%","1,385.30","2,816","2,050.80","19.02","27.44","1,865.00","1,330.70","-0.90%","-2.28%","-14.55%","-25.17%","-24.30%","1.37","1.44%","8.68%","9.40%","72.45","1,406.29","1,557.75","40.20","50.00%","-"
"Studds Accessories","https://scanx.trade/company/studds-accessories-ltd","520.05","0.03%","518.00","12,272","2,046.57","25.09","27.44","600.00","475.00","4.79%","-6.16%","-7.18%","-7.18%","-7.18%","4.26","0.48%","-","19.91%","-","519.68","-","52.77","-","70.00%"
"SH Kelkar & Company","https://scanx.trade/company/sh-kelkar-company-ltd","147.83","-1.24%","149.95","1,68,755","2,046.27","12.22","16.37","275.50","134.52","3.61%","-13.02%","-11.42%","33.90%","25.44%","1.56","0.67%","10.18%","10.57%","8.23","163.95","209.69","36.38","62.89%","70.00%"
"Teamlease Services","https://scanx.trade/company/teamlease-services-ltd","1,219.40","0.04%","1,219.00","98,041","2,044.80","15.36","34.23","2,165.00","1,213.20","-13.74%","-28.56%","-35.66%","-51.59%","-64.18%","2.13","-","13.60%","11.65%","61.57","1,450.31","1,740.35","24.96","50.00%","-"
"DEE Development Engineers","https://scanx.trade/company/dee-development-engineers-ltd","294.34","-3.16%","294.03","2,14,01,703","2,038.70","25.92","18.50","336.20","183.00","54.51%","35.11%","38.71%","-12.22%","-12.22%","2.51","-","3.06%","10.51%","3.80","215.73","255.57","77.18","60.00%","-"
"KCP","https://scanx.trade/company/kcp-ltd","158.10","-0.82%","159.40","96,735","2,038.24","9.10","-13.60","230.00","159.01","-5.56%","-14.57%","-13.40%","63.66%","112.50%","1.25","0.16%","15.52%","12.07%","14.92","173.00","194.06","31.70","50.00%","-"
"Panacea Biotec","https://scanx.trade/company/panacea-biotec-ltd","331.00","-1.53%","336.90","32,940","2,027.40","-252.48","4.43","581.90","281.10","-9.09%","-11.37%","9.95%","172.43%","67.51%","2.49","-","-","-0.44%","-","368.77","409.44","37.19","50.00%","-"
"Bhansali Engineering Polymers","https://scanx.trade/company/bhansali-engineering-polymers-ltd","81.39","0.59%","80.92","2,33,807","2,025.46","11.99","13.80","123.80","80.00","-0.79%","-11.24%","-21.72%","17.33%","-15.46%","1.94","4.94%","19.44%","23.90%","7.32","85.53","100.59","39.46","50.00%","65.00%"
"Pennar Industries","https://scanx.trade/company/pennar-industries-ltd","149.68","-0.16%","149.77","12,09,133","2,019.88","15.19","18.50","279.90","139.60","-4.93%","-34.75%","-8.91%","86.98%","626.60%","1.90","-","9.68%","21.78%","7.63","177.13","219.50","37.66","50.00%","65.00%"
"Vimta Labs","https://scanx.trade/company/vimta-labs-ltd","452.05","-2.32%","460.00","1,27,021","2,017.73","33.65","34.23","902.65","400.30","-12.16%","-27.09%","1.13%","192.06%","443.33%","6.02","0.22%","12.83%","16.36%","18.53","521.55","590.69","39.95","50.00%","60.00%"
"InfoBeans Technologies","https://scanx.trade/company/infobeans-technologies-ltd","206.25","-74.21%","201.65","13,11,775","2,017.57","25.60","49.35","1,030.00","270.55","-74.95%","-64.80%","-34.89%","-60.55%","35.82%","5.27","0.13%","7.60%","14.62%","10.98","835.83","596.23","17.67","50.00%","-"
"EIH Associated Hotels","https://scanx.trade/company/eih-associated-hotels-ltd","329.60","-1.30%","332.40","8,525","2,008.46","21.21","-1.45","434.90","304.00","1.15%","-8.62%","-1.76%","66.42%","146.47%","3.88","1.05%","17.51%","21.31%","12.69","342.56","371.95","42.63","50.00%","-"
"Mufin Green Finance","https://scanx.trade/company/mufin-green-finance-ltd","114.86","-0.35%","116.00","14,21,580","1,989.74","104.19","30.80","126.34","63.11","2.07%","3.72%","38.04%","-14.60%","-14.60%","6.30","-","5.28%","11.68%","1.11","115.85","97.69","47.37","60.00%","-"
"Pix Transmissions","https://scanx.trade/company/pix-transmissions-ltd","1,451.80","0.46%","1,445.90","9,348","1,978.11","18.11","34.23","1,799.60","1,220.10","11.89%","-0.47%","-0.39%","87.17%","44.01%","3.10","0.62%","16.84%","23.58%","69.41","1,394.04","1,470.16","51.91","50.00%","-"
"PTC India Financial Services","https://scanx.trade/company/ptc-india-financial-services-ltd","30.75","0.20%","30.62","3,52,543","1,975.02","5.94","30.80","44.20","29.41","3.02%","-10.95%","-5.88%","108.47%","60.16%","0.66","-","7.20%","10.68%","2.62","32.84","36.46","36.70","50.00%","-"
"DCX Systems","https://scanx.trade/company/dcx-systems-ltd","177.25","-4.10%","184.98","7,51,109","1,974.32","155.50","15.18","363.75","153.60","11.08%","-5.16%","-27.62%","11.16%","-42.54%","1.42","-","-","5.16%","-","179.03","235.95","50.91","50.00%","65.00%"
"Alpex Solar","https://scanx.trade/company/alpex-solar-ltd","769.85","5.80%","727.65","88,200","1,966.43","10.07","4.69","1,449.70","495.00","-0.96%","-34.09%","26.77%","122.85%","122.85%","3.93","-","-","50.31%","-","801.22","1,050.75","44.01","-","-"
"Jai Corp","https://scanx.trade/company/jai-corp-ltd","110.58","-1.36%","111.80","2,77,948","1,940.73","11.45","27.44","178.24","81.49","2.28%","-22.68%","10.35%","-6.72%","22.19%","1.35","0.45%","3.51%","5.76%","2.33","119.22","128.29","39.48","58.83%","70.00%"
"Filatex India","https://scanx.trade/company/filatex-india-ltd","43.37","-0.39%","43.50","10,85,265","1,925.88","10.49","53.12","66.10","34.00","1.47%","-19.74%","10.22%","11.49%","29.54%","1.37","0.57%","18.00%","12.49%","2.82","47.23","53.08","34.99","50.00%","60.00%"
"Mold-Tek Packaging","https://scanx.trade/company/mold-tek-packaging-ltd","577.05","0.80%","577.40","38,447","1,911.23","24.82","-8.45","892.90","410.00","4.72%","-6.81%","19.93%","-39.65%","47.94%","4.02","0.63%","13.93%","19.12%","19.15","572.72","679.10","54.84","50.00%","-"
"Hindware Home Innovation","https://scanx.trade/company/somany-home-innovation-ltd","227.95","0.11%","227.00","72,040","1,906.72","-37.28","14.61","392.70","180.00","1.02%","-30.91%","14.39%","-36.13%","-16.36%","2.54","-","6.06%","2.31%","5.13","242.46","289.41","42.82","50.00%","-"
"BF Utilities","https://scanx.trade/company/bf-utilities-ltd","505.55","2.10%","504.90","9,933","1,904.29","5.51","35.41","898.70","484.65","-5.16%","-21.66%","-19.99%","46.07%","84.88%","9.24","-","-","28.05%","-","577.48","708.33","39.11","-","-"
"KP Energy","https://scanx.trade/company/kp-energy-ltd","284.25","-2.07%","288.00","1,30,749","1,901.83","13.22","-11.88","583.70","274.50","-3.04%","-27.57%","-26.97%","-46.81%","-46.81%","4.84","0.20%","-","28.53%","-","315.83","414.38","35.11","50.00%","65.00%"
"Venkys","https://scanx.trade/company/venkys-ltd","1,347.70","-0.54%","1,341.10","1,29,976","1,898.55","37.32","34.23","1,768.00","1,315.00","-8.97%","0.74%","-18.42%","-18.37%","-15.20%","1.32","0.74%","5.43%","11.63%","95.72","1,486.47","1,500.81","31.90","50.00%","65.00%"
"Mukand","https://scanx.trade/company/mukand-ltd","131.35","-1.82%","135.00","57,691","1,897.95","32.13","18.50","162.00","84.40","7.08%","-1.80%","38.42%","2.82%","110.33%","2.02","1.50%","11.15%","22.06%","6.65","130.23","131.71","52.39","50.00%","-"
"Hathway Cable & Datacom","https://scanx.trade/company/hathway-cable-datacom-ltd","10.72","0.19%","10.70","14,72,113","1,897.55","18.08","-11.29","17.98","9.91","4.89%","-18.29%","-21.87%","-29.47%","-63.97%","0.43","-","2.31%","2.87%","0.54","11.58","13.78","38.93","67.85%","-"
"Apcotex Industries","https://scanx.trade/company/apcotex-industries-ltd","365.65","-0.39%","367.10","35,331","1,895.71","22.80","34.23","444.00","286.95","3.73%","-9.46%","11.04%","-14.70%","107.87%","3.28","1.77%","20.58%","20.10%","10.91","366.07","382.37","46.82","50.00%","-"
"Wonder Electricals","https://scanx.trade/company/wonder-electricals-ltd","141.15","-0.95%","140.55","34,612","1,891.52","141.39","4.69","192.00","123.15","0.91%","-19.70%","-21.63%","565.17%","3,428.75%","22.58","0.14%","10.55%","27.61%","8.36","144.61","155.59","46.25","50.00%","-"
"Yasho Industries","https://scanx.trade/company/yasho.ltd","1,561.40","4.27%","1,491.80","1,18,951","1,882.59","100.57","16.37","2,172.00","1,130.00","25.31%","-7.07%","-11.22%","-12.85%","-12.85%","4.24","0.03%","19.66%","8.84%","35.69","1,372.89","1,682.30","69.02","50.00%","-"
"Saksoft","https://scanx.trade/company/saksoft-ltd","141.67","-2.22%","143.33","3,29,871","1,877.85","15.08","49.35","253.99","125.03","-15.17%","-29.69%","-19.06%","24.23%","408.51%","2.73","0.55%","19.03%","20.76%","9.11","176.68","197.32","25.71","50.00%","70.00%"
"Mahanagar Telephone Nigam","https://scanx.trade/company/mahanagar-telephone-nigam-ltd","29.74","-1.39%","30.05","5,68,189","1,873.62","-0.52","-11.29","58.20","28.55","3.08%","-22.55%","-31.79%","47.59%","123.61%","-0.07","-","13.98%","14.82%","-","32.97","41.69","38.53","50.00%","70.00%"
"India Nippon Electricals","https://scanx.trade/company/india-nippon-electricals-ltd","827.35","-0.52%","831.70","8,865","1,871.58","19.12","130.59","1,099.90","545.30","16.82%","-3.25%","41.56%","122.68%","113.37%","2.40","1.50%","8.61%","13.68%","30.14","791.01","824.67","54.26","50.00%","-"
"Bajel Projects","https://scanx.trade/company/bajel-projects-ltd","161.53","0.68%","160.44","1,05,467","1,868.23","169.11","-11.88","263.90","142.34","9.17%","-8.90%","-6.72%","-14.98%","-14.98%","2.63","-","-","11.05%","-","164.81","197.36","48.27","-","-"
"Cosmo First","https://scanx.trade/company/cosmo-films-ltd","711.35","0.95%","700.00","1,30,455","1,867.27","12.63","-8.45","1,307.20","525.70","23.20%","-0.03%","15.26%","5.38%","111.19%","1.20","0.57%","4.62%","9.13%","30.19","656.40","882.36","59.49","50.00%","-"
"Indoco Remedies","https://scanx.trade/company/indoco-remedies-ltd","202.28","-0.95%","201.50","30,278","1,865.99","-16.20","4.43","349.80","190.00","-3.84%","-22.59%","1.12%","-41.66%","-30.45%","1.92","0.10%","13.83%","-0.50%","7.50","216.60","266.33","42.15","64.99%","-"
"Advait Energy Transitions","https://scanx.trade/company/advait-infratech-ltd","1,705.20","-1.51%","1,743.30","10,162","1,864.94","38.37","19.08","1,885.00","1,351.00","23.09%","22.52%","22.52%","22.52%","22.52%","8.27","0.10%","-","21.10%","-","-","-","57.48","-","-"
"Yatra Online","https://scanx.trade/company/yatra.ltd","118.60","-0.84%","120.00","36,31,479","1,861.03","34.87","18.50","202.00","65.51","-17.32%","-29.08%","63.14%","-12.73%","-12.73%","2.31","-","4.50%","5.50%","-","156.51","138.25","30.71","50.00%","-"
"Jaykay Enterprises","https://scanx.trade/company/jaykay-enterprises-ltd","142.56","-0.08%","143.00","56,860","1,857.37","59.23","-5.98","219.70","140.05","-7.51%","-32.66%","-32.66%","-32.66%","-32.66%","3.90","-","-","2.63%","-","171.32","-","31.46","-","-"
"Tasty Bite Eatables","https://scanx.trade/company/tasty-bite-eatables-ltd","7,199.50","-0.10%","7,285.00","555","1,847.39","52.40","47.30","11,958.00","6,563.50","2.89%","-14.03%","-21.60%","-21.07%","-53.44%","5.84","0.03%","14.49%","10.77%","64.14","7,533.28","9,184.69","41.89","50.00%","-"
"Ador Welding","https://scanx.trade/company/ador-welding-ltd","1,053.60","-1.20%","1,062.80","4,545","1,833.56","28.08","9.43","1,260.00","788.00","5.12%","-3.66%","22.83%","24.20%","228.17%","3.76","1.88%","16.01%","17.51%","36.60","1,047.36","1,031.68","48.07","68.34%","-"
"Thejo Engineering","https://scanx.trade/company/thejo-engineering-ltd","1,686.60","-0.94%","1,692.90","5,383","1,829.48","37.82","-5.98","2,485.80","1,446.00","-5.24%","-1.07%","0.01%","30.02%","294.99%","5.72","0.29%","21.79%","21.08%","48.48","1,737.70","1,855.59","45.84","50.00%","-"
