Name,Screener,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,Margin Funding,Margin Pledge
"BASF","https://scanx.trade/company/basf-india-ltd","3,452.10","-2.19%","3,529.40","22,699","14,942.64","40.31","16.37","5,424.00","3,514.00","-5.09%","-17.79%","-19.74%","47.45%","79.17%","4.03","0.57%","17.47%","17.25%","129.85","3,722.10","4,442.11","33.62","66.45%","80.00%"
"Sobha","https://scanx.trade/company/sobha-ltd","1,395.10","-3.10%","1,443.10","3,60,812","14,918.20","108.10","19.99","1,732.50","1,075.30","0.96%","-11.29%","16.55%","147.64%","226.24%","3.34","0.21%","1.95%","5.96%","4.55","1,478.50","1,513.74","36.52","64.63%","80.00%"
"Firstsource Solutions","https://scanx.trade/company/firstsource-solutions-ltd","213.15","-2.96%","220.00","18,18,934","14,856.36","24.64","49.35","403.80","217.20","-32.03%","-39.55%","-40.25%","83.59%","114.01%","3.55","1.80%","13.91%","16.17%","7.43","303.10","343.74","17.50","64.77%","80.00%"
"Sansera Engineering","https://scanx.trade/company/sansera-engineering-ltd","2,342.20","2.32%","2,299.80","1,68,445","14,574.17","54.16","130.59","2,396.00","972.20","41.01%","36.86%","102.93%","214.62%","186.14%","4.95","0.14%","12.55%","11.42%","35.30","1,910.03","1,542.17","71.58","69.72%","80.00%"
"JK Tyre & Industries","https://scanx.trade/company/jk-tyre-industries-ltd","501.10","-5.57%","530.00","21,01,229","14,446.19","21.96","27.51","611.90","243.00","-1.37%","9.89%","83.32%","237.44%","303.79%","2.92","0.54%","17.62%","13.64%","33.21","523.46","417.74","36.96","67.12%","80.00%"
"Fine Organic Industries","https://scanx.trade/company/fine-organic-industries-ltd","4,710.30","0.02%","4,709.30","12,974","14,441.77","36.39","16.37","5,494.00","3,407.00","21.19%","5.52%","32.75%","-1.64%","102.25%","5.83","0.23%","21.44%","24.27%","138.88","4,320.52","4,631.74","59.49","50.00%","75.00%"
"Aditya Birla Real Estate","https://scanx.trade/company/century-textile-and-industries-ltd","1,290.20","-0.09%","1,291.30","3,48,193","14,410.98","-56.53","19.99","2,537.90","1,186.00","0.12%","-27.24%","-30.15%","112.76%","168.01%","3.82","0.15%","7.45%","-1.54%","21.24","1,458.72","1,820.09","39.52","64.39%","80.00%"
"Gabriel","https://scanx.trade/company/gabriel-india-ltd","998.80","-1.18%","1,004.05","2,04,837","14,347.16","57.94","130.59","1,388.00","438.00","10.89%","-5.51%","106.75%","524.84%","771.55%","11.35","0.47%","17.84%","26.70%","13.53","977.74","1,009.38","55.04","36.00%","75.00%"
"Chennai Petroleum Corporation","https://scanx.trade/company/chennai-petroleum-corporation-ltd","961.95","4.96%","911.05","42,67,261","14,324.53","6.34","9.94","1,103.00","433.10","14.22%","7.29%","104.76%","316.79%","861.47%","1.55","0.55%","31.12%","5.19%","170.95","862.18","790.86","66.11","62.63%","80.00%"
"ACME Solar Holdings","https://scanx.trade/company/acme-solar-holdings-ltd","236.00","0.46%","234.99","5,50,867","14,300.93","29.53","-11.88","324.30","172.63","18.62%","0.98%","21.37%","-6.77%","-6.77%","2.97","0.09%","-","6.42%","-","226.50","256.20","58.63","60.00%","70.00%"
"Dr. Agarwal's Health Care","https://scanx.trade/company/dr-agarwals-health-care-ltd","451.70","0.85%","447.00","3,37,081","14,294.95","88.33","37.79","568.00","327.00","-1.53%","-11.57%","10.94%","12.46%","12.46%","7.35","-","-","8.41%","-","472.16","458.32","46.08","65.00%","70.00%"
"CEAT","https://scanx.trade/company/ceat-ltd","3,531.40","-4.63%","3,729.90","1,92,119","14,284.55","27.13","27.51","4,438.00","2,343.05","-5.02%","-9.18%","36.91%","141.44%","121.49%","3.28","0.81%","15.68%","15.23%","169.51","3,812.38","3,680.71","31.95","67.70%","80.00%"
"International Gemmological Institute","https://scanx.trade/company/international-gemmological-institute-ltd","330.00","0.14%","327.60","13,66,123","14,261.27","26.77","34.23","442.00","282.00","11.13%","0.92%","-17.12%","-29.96%","-29.96%","10.09","-","-","49.46%","-","321.52","349.55","54.09","60.00%","70.00%"
"DOMS Industries","https://scanx.trade/company/doms-industries-ltd","2,332.00","-0.66%","2,337.50","18,380","14,152.40","61.25","5.16","3,064.60","2,250.00","-2.14%","-8.53%","-7.16%","75.86%","75.86%","12.96","0.13%","28.95%","23.91%","28.07","2,460.01","2,488.75","41.98","60.00%","75.00%"
"Granules","https://scanx.trade/company/granules-india-ltd","582.25","-1.48%","589.70","4,85,503","14,129.39","26.26","4.43","627.00","422.00","3.05%","6.66%","14.85%","103.98%","79.90%","3.60","0.25%","12.57%","17.96%","20.30","585.38","536.48","50.35","74.22%","80.00%"
"TD Power Systems","https://scanx.trade/company/td-power-systems-ltd","903.30","2.47%","880.00","14,23,934","14,110.89","62.72","4.69","933.00","293.00","44.69%","13.53%","185.18%","541.78%","486.75%","14.33","0.14%","16.78%","26.92%","8.13","750.67","624.20","69.33","63.06%","80.00%"
"Anupam Rasayan","https://scanx.trade/company/anupam-rasayan-india-ltd","1,239.30","-0.99%","1,252.00","1,51,473","14,109.22","62.26","16.37","1,407.00","601.00","0.74%","0.61%","97.26%","90.93%","135.25%","4.46","0.06%","8.65%","8.96%","8.55","1,294.00","1,160.98","42.34","70.84%","80.00%"
"Graphite","https://scanx.trade/company/graphite-india-ltd","718.10","-1.65%","728.70","28,69,400","14,029.92","43.89","27.93","736.40","365.75","17.74%","28.65%","82.17%","140.25%","49.23%","2.42","1.51%","14.33%","9.90%","15.55","638.17","573.55","63.36","64.94%","80.00%"
"BEML","https://scanx.trade/company/beml-ltd","1,681.00","-1.64%","1,708.70","2,66,816","14,000.88","57.12","-5.98","2,437.40","1,175.00","2.16%","-10.35%","30.81%","147.60%","291.40%","5.08","0.59%","6.52%","11.44%","68.76","1,763.20","1,988.57","43.10","60.96%","80.00%"
"Alembic Pharmaceuticals","https://scanx.trade/company/alembic-pharmaceuticals-ltd","711.20","-2.52%","733.20","1,14,860","13,979.57","22.89","4.43","1,107.90","725.20","-6.98%","-22.25%","-8.36%","33.86%","-22.76%","2.69","1.51%","12.78%","14.66%","32.05","795.38","910.94","23.48","67.21%","80.00%"
"Finolex Cables","https://scanx.trade/company/finolex-cables-ltd","913.70","4.62%","876.00","45,94,730","13,974.07","19.58","19.08","1,028.00","700.80","26.60%","20.80%","8.83%","26.77%","134.07%","2.34","0.92%","11.54%","15.60%","48.07","774.78","838.17","75.12","65.84%","80.00%"
"LT Foods","https://scanx.trade/company/daawat-lt-foods-ltd","402.30","-1.36%","403.20","4,06,874","13,969.99","21.80","47.30","518.55","288.25","16.31%","-0.67%","13.80%","306.16%","663.38%","3.38","0.74%","15.11%","20.34%","17.54","389.66","424.51","49.42","63.59%","80.00%"
"Signatureglobal","https://scanx.trade/company/signature.ltd","989.80","4.17%","957.30","6,45,400","13,907.75","3,961.04","19.99","1,309.50","775.20","14.79%","-12.62%","-8.94%","115.85%","115.85%","18.38","-","-126.98%","6.71%","2.15","992.96","1,109.26","52.32","50.00%","75.00%"
"Gallantt Ispat","https://scanx.trade/company/gallantt-metal-ltd","576.40","-1.28%","589.80","51,662","13,907.43","29.34","18.50","802.25","295.00","7.60%","-2.61%","80.38%","875.30%","1,081.15%","4.53","0.21%","-","18.81%","-","551.91","582.21","55.08","50.00%","70.00%"
"Niva Bupa Health Insurance Company","https://scanx.trade/company/niva-bupa-health-insurance-company-ltd","75.09","-1.82%","76.48","4,66,039","13,869.95","-1,910.00","30.80","95.21","68.54","-2.48%","-0.82%","1.86%","1.45%","1.45%","3.71","-","-","-6.79%","-","76.88","80.19","39.41","60.00%","75.00%"
"Jubilant Pharmova","https://scanx.trade/company/jubilant-life-sciences-ltd","866.30","-1.86%","880.00","1,07,109","13,798.53","32.71","28.67","1,248.00","802.00","-9.39%","-21.62%","-4.77%","175.89%","12.56%","2.13","0.57%","1.34%","11.53%","14.96","985.02","1,080.48","35.65","65.08%","80.00%"
"Shriram Pistons & Rings","https://scanx.trade/company/shriram-pistons-rings-ltd","3,116.90","-0.94%","3,173.60","41,644","13,729.89","25.00","130.59","3,407.20","1,662.55","15.43%","19.26%","68.18%","432.80%","292.56%","5.27","0.32%","21.71%","25.50%","103.54","3,032.42","2,691.22","55.44","50.00%","65.00%"
"V-Guard Industries","https://scanx.trade/company/v-guard-industries-ltd","313.20","-1.04%","318.10","1,07,169","13,666.31","47.88","4.69","409.75","298.00","0.71%","-8.11%","-1.28%","28.57%","39.14%","6.28","0.48%","14.20%","18.94%","6.72","325.88","358.01","41.04","71.71%","80.00%"
"Tega Industries","https://scanx.trade/company/tega-industries-ltd","1,817.70","-1.57%","1,844.90","1,48,900","13,655.96","68.73","-5.98","2,125.00","1,200.05","4.18%","-5.73%","42.77%","183.11%","150.35%","4.35","0.10%","16.27%","18.43%","31.44","1,813.83","1,816.37","57.51","66.05%","70.00%"
"Jain Resource Recycling","https://scanx.trade/company/jain-resource-recycling-ltd","395.50","2.09%","387.10","13,82,494","13,648.14","39.95","-2.79","461.00","247.57","4.64%","-0.88%","24.35%","24.35%","24.35%","9.77","-","-","52.13%","-","396.96","-","53.68","-","75.00%"
"Techno Electric & Engineering","https://scanx.trade/company/techno-electric-engineering-ltd","1,173.20","-0.45%","1,184.35","2,42,844","13,644.27","27.76","-11.88","1,654.00","785.15","31.32%","-1.26%","23.42%","252.26%","303.51%","3.52","0.76%","-","11.95%","-","1,050.70","1,300.81","65.30","50.00%","75.00%"
"Canara HSBC Life Insurance Company","https://scanx.trade/company/canara-hsbc-life-insurance-company-ltd","143.14","-2.47%","145.10","63,15,675","13,598.30","112.62","30.80","159.00","106.00","-2.31%","14.51%","28.47%","28.47%","28.47%","8.85","0.27%","-","0.31%","-","145.96","-","42.64","-","75.00%"
"CCL Products","https://scanx.trade/company/ccl-products-india-ltd","1,014.95","-1.82%","1,037.00","1,49,271","13,552.42","36.77","10.95","1,074.40","525.00","9.65%","-0.76%","74.95%","84.22%","343.99%","6.62","0.48%","18.14%","17.86%","19.53","973.32","910.37","53.38","0.00%","80.00%"
"Emmvee Photovoltaic Power","https://scanx.trade/company/emmvee-photovoltaic-power-ltd","195.19","1.37%","192.56","9,99,490","13,513.88","14.86","4.69","248.40","171.51","-1.64%","-7.33%","-11.03%","-11.03%","-11.03%","4.30","-","-","23.04%","-","200.33","-","41.68","-","75.00%"
"Ircon International","https://scanx.trade/company/ircon-international-ltd","143.61","-1.04%","144.10","15,54,338","13,506.75","22.29","19.99","225.52","134.24","-6.06%","-11.25%","-3.50%","175.11%","204.71%","2.11","1.83%","14.65%","9.42%","10.27","159.96","173.69","31.61","60.50%","80.00%"
"Blue Dart Express","https://scanx.trade/company/blue-dart-express-ltd","5,682.50","1.26%","5,650.00","10,866","13,483.40","52.50","68.10","7,225.00","5,190.50","7.25%","-1.18%","-6.71%","-9.02%","21.01%","8.16","0.45%","22.02%","18.32%","123.54","5,557.30","5,951.86","52.34","69.94%","80.00%"
"Supreme Petrochem","https://scanx.trade/company/supreme-petrochem-ltd","716.80","10.21%","649.50","8,01,035","13,478.80","45.89","13.80","979.00","462.30","42.95%","8.54%","27.60%","88.86%","252.36%","5.50","1.54%","17.16%","22.53%","21.23","606.72","721.24","72.86","68.39%","-"
"KSB","https://scanx.trade/company/ksb-ltd","770.25","-1.67%","779.45","23,66,059","13,405.37","50.41","47.83","912.00","600.75","11.08%","4.07%","26.57%","103.81%","431.02%","8.12","0.56%","16.03%","21.55%","12.51","730.02","789.70","61.95","50.00%","80.00%"
"Fractal Analytics","https://scanx.trade/company/fractal-analytics-ltd","778.50","-4.09%","813.00","6,40,456","13,387.48","63.26","49.35","921.00","802.35","-8.10%","-8.10%","-8.10%","-8.10%","-8.10%","2.82","-","-","12.95%","-","-","-","-","-","-"
"Akzo Nobel","https://scanx.trade/company/akzo-nobel-india-ltd","2,935.30","-3.08%","3,008.50","2,83,562","13,367.45","7.05","37.21","3,915.50","2,658.70","-0.11%","-14.14%","-9.26%","33.76%","36.01%","6.12","3.30%","32.08%","39.89%","94.71","3,032.91","3,328.24","42.69","68.81%","70.00%"
"Jammu & Kashmir Bank","https://scanx.trade/company/jk-bank-ltd","121.39","0.13%","120.63","2,45,70,081","13,367.25","6.23","9.69","122.25","87.30","16.61%","14.02%","25.31%","147.48%","318.59%","0.94","1.77%","14.52%","5.71%","16.88","103.67","104.83","77.76","65.00%","80.00%"
"Allied Blenders & Distillers","https://scanx.trade/company/allied-blenders-distillers-ltd","476.10","-2.34%","485.10","2,20,616","13,317.00","52.14","29.35","696.80","279.00","6.11%","-27.00%","49.81%","49.76%","49.76%","8.74","0.74%","0.39%","23.22%","0.70","521.20","520.15","33.97","60.00%","70.00%"
"TBO Tek","https://scanx.trade/company/tbo-tek-ltd","1,225.80","-2.44%","1,251.00","3,07,924","13,310.69","56.12","18.50","1,764.80","996.00","-15.05%","-27.35%","-9.85%","-12.84%","-12.84%","9.84","-","36.82%","21.62%","19.78","1,501.04","1,478.54","26.29","60.00%","65.00%"
"Minda Corporation","https://scanx.trade/company/minda-corporation-ltd","555.55","-2.95%","573.75","1,82,500","13,282.06","47.53","130.59","619.95","445.05","2.33%","-6.73%","10.78%","182.29%","438.58%","5.58","0.25%","11.37%","13.79%","10.30","576.28","550.34","39.95","67.22%","80.00%"
"JBM Auto","https://scanx.trade/company/jbm-auto-ltd","551.35","-1.67%","560.30","1,17,472","13,039.11","58.55","130.59","790.00","489.80","4.22%","-10.68%","0.92%","94.27%","553.57%","9.35","0.15%","12.14%","18.88%","15.40","588.52","637.38","38.81","50.00%","65.00%"
"Trident","https://scanx.trade/company/trident-ltd","25.58","-0.16%","25.62","36,84,543","13,035.45","32.11","177.72","34.62","23.11","0.87%","-9.83%","-3.94%","-16.81%","85.36%","2.83","1.40%","8.11%","10.23%","0.65","26.44","28.65","42.87","67.46%","80.00%"
"Caplin Point Laboratories","https://scanx.trade/company/caplin-point-laboratories-ltd","1,700.10","-1.65%","1,728.60","27,815","12,922.75","21.09","33.06","2,395.00","1,599.00","-1.33%","-11.38%","-11.55%","154.32%","265.97%","4.15","0.35%","19.77%","23.34%","62.84","1,800.88","1,997.95","40.20","50.00%","75.00%"
"Rubicon Research","https://scanx.trade/company/rubicon-research-ltd","780.35","-0.93%","787.65","75,701","12,856.29","62.87","33.06","822.00","570.75","20.04%","18.46%","24.22%","24.22%","24.22%","11.30","-","-","34.76%","-","712.94","-","60.86","-","75.00%"
"Zensar Technologies","https://scanx.trade/company/zensar-technologies-ltd","564.75","1.91%","558.85","6,21,112","12,840.86","17.02","49.35","894.00","535.85","-19.87%","-23.19%","-29.20%","93.67%","91.28%","2.95","2.34%","18.67%","20.39%","29.42","663.18","761.80","35.74","66.10%","80.00%"
"IndiaMART InterMesh","https://scanx.trade/company/indiamart-intermesh-ltd","2,132.00","-2.24%","2,180.80","50,100","12,810.58","21.67","34.23","2,799.00","1,900.10","-2.83%","-8.87%","8.71%","-10.57%","-50.39%","6.13","2.29%","19.24%","24.49%","60.84","2,205.56","2,399.95","38.52","60.00%","75.00%"
"Concord Biotech","https://scanx.trade/company/concord-biotech-ltd","1,220.60","-2.48%","1,242.90","5,35,659","12,769.45","41.93","4.43","2,150.40","1,068.60","-2.19%","-15.22%","-23.20%","29.47%","29.47%","7.14","0.70%","20.18%","26.76%","29.94","1,255.33","1,547.99","51.88","50.00%","70.00%"
"Usha Martin","https://scanx.trade/company/usha-martin-ltd","418.40","-1.70%","423.60","3,09,945","12,750.40","30.87","18.50","497.10","285.40","2.34%","-1.68%","42.07%","132.06%","1,285.43%","4.37","0.71%","17.79%","18.22%","14.02","428.19","401.77","49.89","65.84%","80.00%"
"Poly Medicure","https://scanx.trade/company/poly-medicure-ltd","1,256.10","-0.21%","1,260.50","2,37,267","12,731.77","36.74","37.79","2,937.60","1,241.00","-21.00%","-33.87%","-39.88%","29.64%","78.41%","4.38","0.28%","14.44%","16.46%","28.09","1,558.91","1,925.51","32.49","50.00%","65.00%"
"Aether Industries","https://scanx.trade/company/aether-industries-ltd","958.60","-0.29%","964.90","79,698","12,712.26","58.95","16.37","1,083.60","725.00","-1.01%","6.39%","17.22%","9.24%","23.79%","5.46","-","10.48%","9.85%","6.95","956.39","822.42","45.58","50.00%","70.00%"
"UTI AMC","https://scanx.trade/company/uti-asset-management-company-ltd","987.30","-4.07%","1,028.95","1,67,012","12,682.51","21.14","30.80","1,494.80","905.25","1.30%","-14.58%","0.63%","47.67%","67.35%","3.02","4.64%","16.13%","20.36%","61.66","1,071.02","1,223.46","34.20","67.69%","80.00%"
"SKF India Industrial","https://scanx.trade/company/skf-india-industrial-ltd","2,562.50","4.48%","2,455.00","34,645","12,668.48","100.17","28.14","2,766.00","2,311.20","-3.06%","-4.09%","-4.09%","-4.09%","-4.09%","245.81","-","-","-","-","2,554.35","-","53.12","-","-"
"Ingersoll Rand","https://scanx.trade/company/ingersoll-rand-india-ltd","4,006.40","-1.08%","4,040.10","43,891","12,647.40","49.61","43.71","4,477.80","3,063.30","27.28%","5.00%","19.84%","85.97%","439.66%","19.76","1.97%","38.32%","57.88%","73.02","3,478.41","3,762.26","73.76","50.00%","70.00%"
"Paradeep Phosphates","https://scanx.trade/company/paradeep-phosphates-ltd","121.50","1.64%","118.96","49,78,252","12,611.32","12.40","75.63","234.39","83.25","-5.86%","-22.04%","34.55%","122.94%","176.77%","1.86","0.66%","8.68%","22.66%","2.76","138.34","168.04","42.28","62.50%","80.00%"
"India Cements","https://scanx.trade/company/india-cements-ltd","406.00","-4.47%","423.00","5,31,660","12,581.83","-121.00","-13.60","485.80","238.85","-5.91%","2.16%","64.61%","114.93%","149.85%","2.76","-","-2.91%","0.66%","-","446.93","390.67","33.66","66.29%","80.00%"
"Happy Forgings","https://scanx.trade/company/happy-forgings-ltd","1,333.70","-0.80%","1,348.00","47,254","12,580.51","44.37","25.99","1,370.00","724.10","30.47%","28.49%","57.70%","29.38%","29.38%","6.47","0.22%","15.07%","19.43%","25.77","1,149.40","1,009.55","69.77","50.00%","-"
"Deepak Fertilisers & Petrochemicals","https://scanx.trade/company/deepak-fertilisers-and-petrochemicals-ltd","996.00","0.67%","995.00","2,18,338","12,573.29","14.23","16.37","1,778.60","888.90","-15.56%","-28.43%","-3.28%","58.56%","439.11%","1.92","1.01%","23.51%","16.65%","41.83","1,127.50","1,387.54","36.22","62.95%","80.00%"
"Kirloskar Brothers","https://scanx.trade/company/kirloskar-brothers-ltd","1,582.80","-0.67%","1,593.60","80,109","12,568.84","31.42","47.83","2,475.00","1,422.35","6.19%","-7.30%","-7.00%","339.54%","908.15%","5.74","0.44%","19.69%","25.30%","43.89","1,587.98","1,829.46","48.46","50.00%","70.00%"
"Engineers India","https://scanx.trade/company/engineers-india-ltd","221.75","-1.29%","224.95","47,15,134","12,463.29","16.28","-11.88","255.45","142.20","32.67%","11.24%","37.15%","206.71%","176.84%","4.67","1.78%","17.55%","23.44%","7.08","194.24","205.59","65.81","63.31%","80.00%"
"Aditya Birla Lifestyle Brands","https://scanx.trade/company/aditya-birla-lifestyle-brands-ltd","102.08","-0.80%","103.00","4,89,273","12,458.90","86.51","-29.04","175.00","100.86","-1.39%","-23.05%","-35.66%","-35.66%","-35.66%","9.59","-","-","12.54%","-","113.78","-","31.58","60.00%","80.00%"
"Sammaan Capital","https://scanx.trade/company/indiabulls-housing-finance-ltd","149.91","-2.45%","153.98","68,19,444","12,417.99","9.94","13.07","192.95","97.61","7.92%","-4.39%","33.56%","66.18%","-23.12%","0.57","1.30%","6.50%","3.96%","25.15","145.84","142.87","51.10","50.00%","75.00%"
